character,statement,line,book
harry," Ahhhhhhhhh! {Voldemort flies away. Harry falls to the ground, unconscious. He holds the stone in an outstretched hand.}",1083,1
environment,"The hospital wing. Harry is bandaged, lying in bed. He awakens, puts on his glasses, and sits up. There are cards and candy all over. Dumbledore approaches him.",1084,1
dumbledore," Good afternoon, Harry. Ah. Tokens from your admirers?",1085,1
harry, Admirers?,1086,1
dumbledore," What happened down in the dungeons between you and Professor Quirrell is a complete secret, so, naturally, the whole school knows. {Both smile.} Ah, I see your friend Ronald has saved you the trouble of opening your Chocolate Frogs.",1087,1
harry, Ron was here? Is he all right? What about Hermione?,1088,1
dumbledore, Fine. They're both just fine.,1089,1
harry," But, what happened to the Stone?",1090,1
dumbledore," Relax, dear boy. The stone has been destroyed. My friend Nicholas and I had a little chat and agreed it was best all around.",1091,1
harry," But Flamel, he'll die, won't he?",1092,1
dumbledore," {sits on the bed.} He has enough Elixir to set his affairs in order. But yes, he will die.",1093,1
harry," How is it I got the Stone, sir? One minute I was staring in the mirror, and the next...",1094,1
dumbledore," Ah. You see, only a person who wanted to find the Stone, find it, but not use it, would be able to get it. That is one of my more brilliant ideas. And between you and me thats saying something. {Smile both.}",1095,1
harry," Does that mean, with the Stone gone, I mean, that Voldemort can never come back?",1096,1
dumbledore," Ah, I'm afraid there are ways in which he can return. Harry, do you know why Professor Quirrell couldn't bear to have you touch him? {Harry shakes his head.} It was because of your mother. She sacrificed herself for you, and that kind of act leaves a mark. {Harry touches his scar.} No, no, this kind of mark cannot be seen. It lives in your very skin.",1097,1
harry, What is it?,1098,1
dumbledore," Love, Harry, love. {Pats Harry's head and stands up.} Ah. Bertie Bott's Every Flavour Beans. I was most unfortunate in my youth to come across a vomit flavoured one, and since then I have lost my liking for them. But I think I could be safe with a nice toffee...{takes brown bean and eats it.} Mm. Alas. Earwax.",1099,1
environment,Harry approaches a room where up on a stairwell balcony Hermione and Ron are talking. They stop when they see Harry and lean over the railing.,1100,1
harry," All right there, Ron?",1101,1
ron, All right? You?,1102,1
harry, {shrug} All right. Hermione?,1103,1
hermione, {smile} Never better.,1104,1
environment,"In the great hall. All students are seated, and green banners with snakes on them are around the ceiling.",1105,1
environment,"Dumbledore, at the head table, nods to McGonagall.",1106,1
environment,She dings her glass and the chatter stops. Dumbledore rises.,1107,1
dumbledore," Another year gone. And now, as I understand it, the house cup needs awarding, and the points stand thus. In fourth place, Gryffindor with 312 points. {Clapping. Harry and Hermione hide their heads.} Third place, Hufflepuff, with 352 points. {Clapping.} In second place, Ravenclaw, with 426 points. {Clapping.} And in first place, with 472 points, Slytherin House.",1108,1
environment,There is immense cheering.,1109,1
students, Whoo! Yeah!,1110,1
draco," Nice one, Mate! {sees Ron looking at him and sneers.}",1111,1
dumbledore," Yes, yes, well done Slytherin, well done Slytherin. However, recent events must be taken into account. And I have a few last minute points to award. {The Gryffindor students look up.} To Miss Hermione Granger, for the use of cool intellect when others were in great peril, 50 points. {Applause.}",1112,1
harry, {Pats} Good job.,1113,1
dumbledore," Second, to Mr. Ronald Weasley, for the best played game of chess {Ron looks at Harry and mouths, 'Me?' Harry nods, and mouths, 'You!'} that Hogwarts has seen these many years...50 points. {Applause} And third, to Mr. Harry Potter, for pure nerve and outstanding courage, I award Gryffindor house 60 points. {Immense cheering.}",1114,1
hermione, We're tied with Slytherin!,1115,1
dumbledore," And finally, it takes a great deal of bravery to stand up to your enemies, but a great deal more to stand up to your friends. I award 10 points to Neville Longbottom.",1116,1
environment,"Immense cheering erupts. Neville is unbelieving, and sits there while cheering gets louder. Draco is downfallen.",1117,1
dumbledore," Assuming that my calculations are correct, I believe that a change of direction is in order. {Claps. The green banners change to Gryffindor red and yellow.} Gryffindor wins the House Cup!",1118,1
environment,Cheering.,1119,1
hagrid, Yes! {grins},1120,1
environment,"All students stand and throw their hats into the air, except Draco, who smashes his down onto the table.",1121,1
seamus, Neville! {Shakes his hand.},1122,1
environment,"All rub each other's hair and jump around, cheering and laughing.",1123,1
lee," Yeah! We won!! {Jumps with Harry, who looks back and grins very widely.}",1124,1
environment,"The outdoor train station. Students are walking around, getting in the train.",1125,1
hagrid," Come on now, hurry up. You'll be late. Train's leaving. Go on. Go on. Come on. Hurry up.",1126,1
environment,"Harry hands Hedwig to a train man, and walks to an open door of the train with Hermione. Hermione waves to Hagrid, who waves back. Hermione gets in the train.",1127,1
hermione," Come on, Harry.",1128,1
harry, One minute. {He walks over to Hagrid.},1129,1
hagrid," Thought you were leaving without saying good-bye, didja? {Hagrid takes a red album out of his coat pocket and hands it to Harry.} This is for you.",1130,1
environment,"Harry opens the album and sees a picture, moving, of him as a baby with his parents. They are all smiling and waving. Harry smiles.",1131,1
harry," Thanks, Hagrid. {Shakes Hagrid's hand, then hugs him tightly.}",1132,1
hagrid," Oh. Go on...on with you. {Harry lets go.} Oh, listen, Harry, if that dolt of a cousin of yours, Dudley, gives you any grief, you could always, um, threaten him with a nice pair of ears to go with that tail of his.",1133,1
harry," But Hagrid, we're not allowed to do magic away from Hogwarts. You know that.",1134,1
hagrid," I do. But your cousin don't, do he? Eh? {chuckle} Off you go.",1135,1
environment,"Harry walks away, back to the train door where Hermione and Ron are waiting.",1136,1
hermione," Feels strange to be going home, doesn't it?",1137,1
harry, I'm not going home. Not really.,1138,1
environment,"The train whistles and they climb aboard. As the train starts to leave and the camera pans up over the whole scene, Harry waves out the window to Hagrid, who waves back and then waves more to other students as the camera pans far back, then the credits begin.",1139,1
