character,statement,line,book
ron,"Don't swing your arms like that. Crabbe holds them sort of stiff. Harry goes a bit more ""Neanderthal.""",688,2
ron,Yeah. That's better.,689,2
environment,"Harry and Ron move quickly, when... FOOTSTEPS sound. Seconds later, Percy appears at the end of the corridor.",690,2
ron,"What are you doing here? Percy squints, confused by Ron's voice. Harry elbows Ron, who clears his throat and speaks in a lower voice.",691,2
ron,What are you doing here?,692,2
percy,"I happen to be a prefect. You, on the other hand, have no business wandering the corridors at night. It's not safe these days. Harry and Ron NOD, afraid to speak. Percy squints again.",693,2
percy,What're your names again?,694,2
draco,"Crabbe. Goyle. Where have you been? Pigging out in the Great Hall all this time? Draco is walking towards them, glances witheringly at Percy.",695,2
draco,"And what are you doing down here, Weasley?",696,2
percy,"Mind your attitude, Malfoy. You want to show a little bit more respect to a school Prefect!",697,2
environment,80. 84 DRACO,698,2
draco,"Come on, boys. Weasley thinks he's going to catch Slytherin's hair single-handed. Percy steams. Draco sneers, walks off with Harry and Ron.",699,2
environment,"86 INT. SLYTHERIN COMMON ROOM - NIGHT (LATER) 86 Harry and Ron trail Draco inside, glance around warily.",700,2
draco,"Listen to this... Draco grabs The Daily Prophet, reads the front page.",701,2
draco,"'Arthur Weasley, Head of the Misuse of Muggle Artefacts Office, was today fined fifty Galleons for bewitching a Muggle car. ""Weasley has brought the Ministry into disrepute,"" said Lucius Malfoy, a governor of Hogwarts. ""He is clearly unfit to draw up our laws and his ridiculous Muggle Protection Act should be scrapped immediately.""' Grinning, Malfoy glances over the paper at Harry and Ron.",702,2
draco,"Arthur Weasley loves Muggle so much he should snap his wand in half and go join them. You'd never know the Weasleys were purebloods, the way they behave. Embarrassment to the wizarding world. All of them. Ron growls. Harry elbows him. Draco looks surprised.",703,2
draco,"What's up with you, Crabbe?",704,2
ron,(low voice) Stomachache.,705,2
environment,81. 86 DRACO,706,2
draco,"Well, go to the hospital wing and give all those Mudbloods a kick in the arse for me! You know, I'm surprised The Daily Prophet hasn't reported all these attacks yet. I suppose Dumbledore's trying to hush it all up. He'll be sacked if it doesn't stop soon. Father always said Dumbledore's the worst thing that's ever happened to this place.",707,2
harry,You're wrong!,708,2
draco,"What? Did you say that I was wrong? You think there's someone here who's worse than Dumbledore? Ron stiffens. Worried. Harry thinks, then",709,2
harry,Harry Potter.,710,2
draco,"(grinning) Good one, Goyle. You're absolutely right. Saint Potter. He's another one with no proper wizard feeling, or he wouldn't go around with that Mudblood Granger. And people actually think he's the Heir of Slytherin. Harry and Ron exchange a glance. Harry leans closer to Draco.",711,2
harry,Then you must have some idea who's behind it all?,712,2
draco,"You know I haven't, Goyle. How many times do I have to tell you? But my father did say this much It's been fifty years since the Chamber was opened. He wouldn't tell me who opened it -- only that they were expelled -- but I know this the last time the Chamber of Secrets was opened, a Mudblood died. (CONTINUED)",713,2
environment,82. (2) 86,714,2
environment,"DRACO (CONT'D) So it's only a matter of time before one of them's killed this time. As for me... I hope it's Granger. As Malfoy grins, Ron's fist rises... when Harry stops him.",715,2
draco,What's the matter with you two? You're acting very... odd.,716,2
ron,"Ho! Harry turns, sees Ron staring wide-eyed Harry's SCAR is beginning to surface beneath the skin of Goyle's thick forehead. And Crabbe's hair is... turning RED. They both JUMP to their feet, DASHING out of the room.",717,2
draco,"Hey! Where are you going? 87 INT. ENTRANCE HALL - NIGHT (MOMENTS LATER) 87 As Harry and Ron race toward the stairs, the BROOM CLOSET bursts open and a woozy Crabbe and Goyle stagger out. They freeze -- watch themselves run up the staircase. 88 INT. SECOND FLOOR CORRIDOR - NIGHT (MOMENTS LATER) 88 Harry and Ron sprint toward the desecrated wall, their bodies metamorphosing, until, finally, as they hit the door... 89 INT. GIRLS BATHROOM - NIGHT 89 ... They are fully themselves once more.",718,2
ron,That was close!,719,2
harry,"Hermione, come out. We've got loads to tell you!",720,2
hermione,Go away!,721,2
environment,. 89,722,2
environment,"As Harry and Ron exchange a puzzled glance, Moaning Myrtle spirals INTO VIEW, looking disturbingly... happy.",723,2
moaning myrtle,"Ooh, wait till you see. It's awful! The stall's lock slides back. The door opens slowly. HERMIONE (O.S.) Do you remember me telling you the Polyjuice Potion was only for human transformations...? Even in shadow, they can see Hermione's face is covered in FUR, her eyes YELLOW, and POINTED EARS poke through her hair.",724,2
hermione,It was cat hair I plucked off Millicent Bulstrode's robes! Look at my face!,725,2
ron,"Look at your tail. 90 INT. HOSPITAL WING - DAY (TWO WEEKS LATER) 90 Staggering under the weight of the LIBRARY BOOKS in their arms, Harry and Ron make their way to Hermione's bed, which is covered in... BOOKS.",726,2
hermione,"Oh, good. Put those anywhere. They look. There is no anywhere. So they just... drop them.",727,2
ron,"Madam Pince asked that we relay a message to you, Hermione She'd appreciate it if you'd leave a few books for the rest of the school.",728,2
hermione,"I've got to keep up, haven't I? Just then, Hermione's tail twitches INTO VIEW.",729,2
ron,Is that thing ever going away?,730,2
environment,. 90 HERMIONE,731,2
hermione,"Any day now, according to Madam Pomfrey. I'm just thankful I've stopped coughing up fur balls.",732,2
ron,"We all are, believe me.",733,2
hermione,Now. What about the Chamber of Secrets? Any new leads?,734,2
harry,Nothing.,735,2
hermione,And has it gotten any better? I mean... is anyone speaking to you?,736,2
harry,Neville asked to borrow a tubeworm in Potions yesterday. I suppose that's something. Ron takes a GET-WELL CARD from under Hermione's pillow.,737,2
ron,"'To Miss Granger. Wishing you a speedy recovery, from your concerned teacher Gilderoy Lockhart.' You sleep with this under your pillow?",738,2
hermione,Of course not. I don't know how that got there. Now go. I still have six hundred pages to read in Transformation Through the Ages.,739,2
environment,"92 EXT. SECOND-FLOOR CORRIDOR - NIGHT (MOMENTS LATER) 92 Harry and Ron mount the stairs, emerge.",740,2
ron,"I know Hermione's mental, but can you believe she falls for that smarmy nonsense of Lockhart's?",741,2
environment,A. 92,742,2
environment,"They stop. Look down. A GREAT FLOOD OF WATER streams from the Girls' Bathroom. From within, MYRTLE can be heard MOANING.",743,2
harry,"Looks like Myrtle's flooded the bathroom. As Harry sploshes off toward the bathroom, Ron steps lightly.",744,2
ron,"Yuck. 93 INT. GIRLS BATHROOM - NIGHT (MOMENTS LATER) 93 HUGE, WRACKING MOANS echo off the dreary tile. All the taps are running, streaming like tiny waterfalls. As Harry and Ron step to the last cubicle, Myrtle spins accusingly.",745,2
environment,85. 93 MOANING MYRTLE,746,2
moaning myrtle,Come to throw something else at me?,747,2
harry,Why would I throw something at you?,748,2
moaning myrtle,"Don't ask me. Here I am, minding my own business, and someone thinks it's funny to throw a book at me...",749,2
ron,"But it can't hurt if someone throws something at you. I mean, it'd just go right through you, wouldn't it?",750,2
moaning myrtle,"Oh sure! Let's all throw books at Myrtle, because she can't feel it! Ten points if you can get it through her stomach. Fifty points if it goes through her head!",751,2
harry,Who threw it at you anyway?,752,2
moaning myrtle,"I don't know. I didn't see them. I was just sitting in the U-bend, thinking about death and it fell through the top of my head. Harry sees a SMALL BLACK BOOK on the floor. Picks it up.",753,2
ron,Fifty points if you can get it through her nose.,754,2
moaning myrtle,I HEARD THAT! Harry and Ron dash out. 94 INT. CORRIDOR - NIGHT (MOMENTS LATER) 94 Harry examines the book as he and Ron walk.,755,2
harry,This is a diary. And it's old...,756,2
environment,. 94 RON,757,2
ron,"It's a diary, it's old... and was most recently in a toilet, Harry. Harry starts to open it... when Ron grabs his hand.",758,2
ron,Are you mad? That could be cursed. Dad once told me about a book the Ministry confiscated that burned the eyes out of anyone who tried to read it.,759,2
harry,"I'll take my chances... (opening it) Ahhh! MY EYES! MY EYES! Ron freezes, terrified, when... Harry grins, ending the ruse. At the end of corridor, Ginny stands, looking from the diary to Harry -- utter terror on her face -- then dashes off.",760,2
harry,Ginny! I was only joking -- Brilliant. Even your sister thinks I'm the monster now.,761,2
ron,"Who doesn't? Ron frowns suddenly. On the first page on the diary, EMBOSSED LETTERS spell out a name TOM MARVOLO RIDDLE.",762,2
ron,"Tin Marvolo Riddle? Hang on. I know that name... (thinking, then) Of course! The night I had detention... My job was to polish the silver in the trophy room. I remember because I kept burping slugs all over Tom Riddle's trophy. I must have wiped slime off his name for an hour. Harry fans the pages. They're empty.",763,2
harry,That's odd. He never wrote in it. 95 INT. HOSPITAL WING - LATER THAT NIGHT 95,764,2
environment,DIARY. A GOLD EMBOSSED ADDRESS on the back reads WAXFLATTER'S BOOKSELLERS. 422 VAUXHALL ROAD.,765,2
environment,. 95,766,2
environment,CAMERA PULLS BACK. Harry sits with Hermione in the moonlit room. Hermione studies the diary curiously.,767,2
hermione,Tom Riddle... Hm. And Ron said he won an award fifty years ago?,768,2
harry,Special Services to the School or something --,769,2
hermione,Fifty years ago? You're sure?,770,2
harry,Yes. Why?,771,2
hermione,Don't you remember what Malfoy told you? The last time the Chamber of Secrets was opened was --,772,2
harry,Fifty years ago! That means --,773,2
hermione,"Tom Riddle was here, at Hogwarts, when it happened. What if he wrote about what he saw? It's possible he knew where the Chamber was, how to open it, even what sort of creature lives in it. If so, whoever's behind the attacks this time wouldn't want a diary like this lying around, would they?",774,2
harry,"That's a brilliant theory, Hermione. With just one tiny little flaw. There's nothing written in this diary.",775,2
hermione,"It might be invisible ink. (pulls out her wand) Aparecium! She taps the diary three times. Nothing happens. The pages remain BLANK. She frowns, passes the book back to Harry.",776,2
environment,. (2) 95 HERMIONE,777,2
hermione,"I don't know, Harry. But I think you should be careful with this. Something tells me Ron might be right. It could be dangerous.",778,2
harry,"You don't think I'm dangerous, do you, Hermione? I mean, you're not scared. Of me.",779,2
hermione,"I'm scared, Harry. But not of you. 96 INT. GRYFFINDOR DORMITORY/COMMON ROOM - NIGHT (LATER) 96 CAMERA STARTS OVERHEAD, looking down on the boys' dormitory. Seamus, Neville, Ron and Dean sleep. One bed is empty. CAMERA CRANES TO the Common Room, finds Harry sitting alone, flipping through the blank pages of the diary. Harry starts to set the diary aside, then notices a BOTTLE OF INK sitting on the desk. An idea flickers. Taking his QUILL, Harry dips it, and hesitates. As he does, a DROP of INK hangs, suspended like a tear, then... DROPS. The ink BLAZES briefly, then... VANISHES... as if it were sucked into the page. Excited, Harry dips his quill again, and, this time, writes My name is Harry Potter. The words blaze, VANISH. Slowly, oozing out of the page, comes a response Hello, Harry Potter. My name is Tom Riddle. Harry's mind races. Deciding, he MUTTERS the words he writes",780,2
harry,Do... you... know... anything... about... the... Chamber... of... Secrets? Yes.,781,2
harry,Can... you... tell... me? No.,782,2
environment,. 96,783,2
environment,"Harry frowns. Then... slowly... new words ooze to the surface. But I can show you... Harry waits, intrigued. Then, suddenly... The pages FLUTTER WILDLY, stop on ""June the 13th."" On the page, a TINY SQUARE SHIMMERS... like a WINDOW. Harry lifts the book, puts his eye close and... PITCHES FORWARD, spilling through the widening window, into a WHIRL of COLOR and SHADOW, tumbling onto his feet... 97 INT. CORRIDOR/ENTRANCE HALL - NIGHT (FIFTY YEARS AGO) 97 ... in torch-lit corridor. Everything is de-saturated, save for Harry, who retains the true, rich colors of the present. He glances about, disoriented, then spies a BOY (TOM RIDDLE) at the end of the corridor, peering around a corner. A FLURRY of SHADOWS dances on the wall beyond the boy, revealing the presence of others, unseen, in an adjoining room. As Harry advances, LOW VOICES emanate from the shadows. As he reaches the boy, Harry speaks in a WHISPER",784,2
harry,"Excuse me. Could you tell me where I am? Hello...? The boy doesn't respond, eyes staked to the activity in the adjoining room... which Harry sees now is the Entrance Hall. A group of ELDER WITCHES and WIZARDS -- Hogwarts Professors -- talk amongst themselves, then... abruptly go silent. Make way for two YOUNG WIZARDS, bearing a STRETCHER. VOICE (O.S.) Riddle. The boy wheels... and looks right through Harry. Harry turns, too. It's Dumbledore... fifty years younger.",785,2
tom riddle,Professor Dumbledore.,786,2
albus dumbledore,"It's not wise to be wandering around this late, Tom.",787,2
environment,. 97 TOM RIDDLE,788,2
tom riddle,"Yes, Professor. I suppose I -- I just had to see for myself, if... Riddle glances toward the young wizards, watches them carry the stretcher out of the Hall, into the night.",789,2
tom riddle,... the rumors were true.,790,2
albus dumbledore,"I'm afraid they are, Tom.",791,2
tom riddle,"About the school as well? They wouldn't really close Hogwarts, would they, Professor?",792,2
albus dumbledore,"Headmaster Dippet may have no choice, I'm afraid.",793,2
tom riddle,Sir? If it all stopped. If the person responsible was caught...,794,2
albus dumbledore,"Is there something you wish to tell me, Tom?",795,2
tom riddle,"(a long beat) No, sir. Nothing. Dumbledore studies Riddle for a moment.",796,2
albus dumbledore,"Very well then. Hurry along. Dumbledore strides directly past Harry, not seeing him. When he is gone, Riddle moves quickly, toward the dungeon steps.",797,2
environment,&amp; &amp;,798,2
environment,"100 INT. CORRIDOR - DUNGEONS - NIGHT (MOMENTS LATER) 100 Up ahead, a SPLINTER of LIGHT leaks through a DOOR. Riddle puts his eye to the crack. Inside, someone is SPEAKING.",799,2
environment,. 100,800,2
environment,"VOICE (O.S.) C'mon, Aragog. Gotta get yeh outta here... C'mon now.. in the box... As Riddle pushes the door clear, Harry sees a second, smaller room. Crouched by a BOX, is a huge boy... YOUNG HAGRID. A STRANGE CLICKING comes from the BOX.",801,2
tom riddle,"Evening, Hagrid. Hagrid SLAMS the door shut.",802,2
tom riddle,"I'm going to have to turn you in, Hagrid. I don't think you meant it to kill anyone --",803,2
hagrid,"No, yeh can't! Yeh don' understand!",804,2
tom riddle,Hagrid. The dead girl's parents will be here tomorrow. The least Hogwarts can do is make sure the thing that killed their daughter is slaughtered.,805,2
hagrid,It wasn' him! Aragog never'd kill no one! Never!,806,2
tom riddle,"Monsters don't make good pets, Hagrid. Now... stand aside... Riddle draws his wand, BLASTS the closed DOOR off its hinges, extinguishing the torches within. Harry GASPS. A low-slung CREATURE with a tangle of black legs, a gleam of many eyes and a pair of razor-sharp pincers, scuttles out of the shadows. As Riddle points his wand at it, Hagrid LEAPS...",807,2
hagrid,Noooooo!,808,2
environment,. (2) 100,809,2
environment,"As they tumble to the floor, the entire ROOM WHIRLS off its axis, spinning, and Harry finds himself plummeting through color and shadow again, falling flat on his back to... ... the floor of the Gryffindor Common Room, the ceiling above spinning, slowly, to a stop. Harry rises, dashes upstairs. 100A INT. BOYS' DORMITORY - NIGHT 100A Harry rushes to Ron, shakes him awake, WHISPERING INTENSELY.",810,2
harry,Ron! Ron!,811,2
ron,What? What's happened...?,812,2
harry,"It was Hagrid. Hagrid opened the Chamber of Secrets fifty years ago. 100B EXT. HOGWARTS - ESTABLISHING SHOT - DAY 100B CAMERA SOARS high over the castle, as below, students hurry to their classes. Finally, it FINDS",813,2
environment,"102 EXT./INT. HOGWARTS GROUNDS - DAY (LATER) 102 Harry, Ron and Hermione walking together across the grounds.",814,2
hermione,It can't be Hagrid. It just can't be.,815,2
ron,"We don't even know this Riddle. He sounds like a dirty, rotten snitch to me.",816,2
harry,"The monster had killed someone, Ron. What would any of us done?",817,2
hermione,Look. Hagrid's our friend. Why don't we just go ask him about it?,818,2
environment,. 102 RON,819,2
ron,"That'd be a cheerful visit. Hullo, Hagrid. Tell us, have you been setting anything mad and hairy loose in the castle lately?",820,2
hagrid,"Mad an' hairy? Wouldn' be talkin' 'bou me, now would yeh? The trio wheels, spots Hagrid grinning at them. They instantly look guilty.",821,2
harry,No! Hagrid looks at them curiously. Harry nods to the STRANGE CANISTER in his hand.,822,2
ron,No! Hagrid looks at them curiously. Harry nods to the STRANGE CANISTER in his hand.,822,2
hermione,No! Hagrid looks at them curiously. Harry nods to the STRANGE CANISTER in his hand.,822,2
harry,"What's that you've got, Hagrid?",825,2
hagrid,"Flesh-Eatin' Slug Repellent. Fer the Mandrakes, yeh know. Accordin' ter Professor Sprout, they still got a bit o' growin' up ter do, but once their acne clears up, we'll be able to chop 'em up, stew 'em, an' get those people in the hospital un-Petrified. 'Til then, you three best watch yerselves, all righ'? They nod, watch Hagrid lope away. Just then, Neville comes running up. He looks pale with fright.",826,2
neville,"Harry, I don't know who did it, but... you'd better come. .",827,2
environment,"104 INT. GRYFFINDOR TOWER DORMITORY - DAY 104 Harry's space is a disaster trunk riffled, drawers flung open, bedclothes strewn on the floor.",828,2
hermione,"It had to be a Gryffindor. Nobody else knows our password. Unless, it wasn't a student...",829,2
environment,. 104 RON,830,2
ron,"Well, whoever it was, they were looking for something.",831,2
harry,"And they found it... Tom Riddle's diary is gone. 105 EXT. HOGWARTS GROUNDS - DAY 105 Students stream into the Quidditch Stadium. 105A INT. MARBLE STAIRCASE - DAY 105A Harry, dressed in his Quidditch robes, dashes down the staircase with Ron and Hermione. Down below, Ron spies Ginny.",832,2
ron,"Hey, Ginny! Going to the match? Ginny looks up, startled, then shakes her head and exits.",833,2
ron,"I tell you, she gets weirder and weirder by the day... VOICE (O.S.) Kill this time... Let me rip... Tear. Harry freezes. Ron and Hermione stop, knowing by his face...",834,2
ron,"No... don't tell me... Harry turns, as if following the SOUND, absently touching his fingers to the wall as he glances around. Hermione studies him with great interest -- STUDIES HIS FINGERS -- then, abruptly, Harry turns away, shakes his head it's gone. Hermione looks up, eyes vaguely upon Harry, but her mind miles away.",835,2
hermione,"Harry... I think I've just understood something! I've got to go to the library! As Hermione sprints back up the stairs, Harry YELLS.",836,2
harry,What do you understand!,837,2
environment,THE CHAMBER 0F SECRETS - Rev. 1/28/02 96. 105A,838,2
environment,But she's gone. Harry turns to Ron in puzzlement.,839,2
harry,The library?,840,2
ron,"That's Hermione. When in doubt, go to the library 106 EXT. REAR OF QUIDDITCH STADIUM - DAY (LATER) 106 Harry and his teammates march toward the Quidditch tower. The CHEERS of the CROWD are heard.",841,2
wood,"Listen up now. We play our game, Hufflepuff doesn't stand a chance. We're stronger, quicker, smarter.",842,2
george,Not to mention they're dead terrified Harry'll Petrify them if they fly anywhere near him.,843,2
wood,"That, too. Just then, Professor McGonagall appears, barring their way.",844,2
wood,Professor McGonagall -- PROFESSOR McGONAGALL This match has been cancelled.,845,2
wood,"Cancelled! They can't cancel Quidditch -- PROFESSOR McGONAGALL Silence, Wood! You will return to Gryffindor Tower now. Potter, you and I will find Mr. Weasley. There's something the both of you need to see. 107 INT. HOSPITAL WING - DAY 107 McGonagall pauses outside the door, turns to Harry and Ron.",846,2
environment,THE CHAMBER 0F SECRETS - Rev. 1/28/02 97. 107,847,2
environment,"PROFESSOR McGONAGALL I warn you. This will be a bit of a shock. She opens the door. Madam Pomfrey is leaning over a bed where a girl lies. As she straightens up, we see the girl is...",848,2
ron,"Hermione! PROFESSOR McGONAGALL She was found near the library. Along with this. Does it mean anything to either of you? She holds up a SMALL CIRCULAR MIRROR. Harry shakes his head. McGonagall nods gravely, leads them out. As they go, the CAMERA DRIFTS to HERMIONE'S HAND. Clinched tight in her stiff knuckles, barely visible, is... a PIECE OF PAPER. 108 INT. GRYFFINDOR COMMON ROOM - NIGHT 108 McGonagall reads from a PARCHMENT to the somber Gryffindors. PROFESSOR McGONAGALL All students will return to their house common rooms by six o'clock in the evening. You will be escorted to each lesson by a teacher. No exceptions. (rolling up the parchment) I should tell you all this. Unless the culprit behind these attacks is caught, it is likely that the school will be closed. McGonagall turns, exits. Instantly, as one, the students begin to talk amongst themselves. Neville speaks up.",849,2
neville,"Haven't any of the teachers noticed that the Slytherins are all safe? Isn't it obvious all this stuff's coming from Slytherin? The Heir of Slytherin, the monster of Slytherin -- why don't they just chuck all the Slytherins out?",850,2
environment,THE CHAMBER 0F SECRETS - Rev. 1/28/02 98. 108 SEAMUS,851,2
seamus,They can't close Hogwarts. Where would we all go?,852,2
dean thomas,"I don't care what anyone says. As long as Dumbledore's here, Hogwarts will be here. Harry WHISPERS to Ron.",853,2
harry,"We've got to talk to Hagrid, Ron. I can't believe it's him. But if he did set the monster loose last time -- even by accident -- he'll know how to get inside the Chamber of Secrets. And that's a start.",854,2
ron,But you heard McGonagall. We're not allowed to leave the tower except for class --,855,2
harry,I think it's time to get my Dad's old Cloak out again. 109 INT. TOWER DORMITORY - NIGHT (LATER) 109,856,2
environment,"A drawer opens, a HAND reaches in, takes the INVISIBILITY CLOAK. CAMERA PULLS BACK, REVEALS Ron and Harry. All around them, the other boys sleep. Harry pitches the cloak over himself and Ron. They're gone.",857,2
environment,&amp; &amp;,858,2
environment,"112 INT. ENTRANCE HALL - NIGHT 112 Harry and Ron, beneath the cloak, sneak by an unaware Snape.",859,2
environment,99. 113 EXT. HAGRID'S HUT - NIGHT 113 A KNOCK. Hagrid swings open the door. Crossbow in hand.,860,2
hagrid,"Who's there? Harry and Ron drop the cloak. Hagrid lowers the crossbow. 114 INT. HAGRID'S HUT - NIGHT 114 FANG, Hagrid's enormous BOARHOUND, THUMPS HIS TAIL at the sight of Harry and Ron. Harry points to the crossbow.",861,2
harry,What's that for?,862,2
hagrid,"Nothin', nothin'. I've been expectin'... Doesn't matter. Sit down... I'll make tea... Hagrid nervously takes the kettle, spills the water..",863,2
harry,Are you okay? Hagrid? Did you hear about Hermione?,864,2
hagrid,"Oh, yea. I heard, all righ'.",865,2
harry,"Look... we have to ask you something. Do you know who's opened the Chamber of Secrets? Hagrid takes a fruit cake, stops, about to answer, when... there is a LOUD KNOCK. The fruitcake SMASHES to the floor. Panicked, Harry and Ron throw the cloak over themselves. Sweating, Hagrid grabs his crossbow, points it at the door.",866,2
hagrid,"C-come in. The door opens. A grim Dumbledore enters, followed by a portly man in a pin-stripe suit and bowler",867,2
cornelius fudge,FUDGE.,868,2
albus dumbledore,"Good evening, Hagrid.",869,2
environment,100. 114 RON,870,2
ron,(whispering to Harry) That's Dad's boss! Cornelius Fudge. The Minister of Magic! Harry elbows Ron to shut him up.,871,2
cornelius fudge,"Bad business, Hagrid. Very bad business. Had to come. Four attacks on Muggle-borns. Things've gone far enough. Ministry's got to act.",872,2
hagrid,"I never... You know I never, Professor Dumbledore, sir...",873,2
albus dumbledore,"I want it understood, Cornelius, that Hagrid has my full confidence.",874,2
cornelius fudge,"Look, Albus, Hagrid's record's against him. I've got to take him.",875,2
hagrid,Take me? Where? Not Azkaban prison.,876,2
cornelius fudge,"For a short stretch only. Not a punishment, Hagrid. More a precaution. If someone else is caught, you'll be released with a full apology. Just then, there is a SHARP RAP on the door. As Dumbledore opens it, Harry slumps. It's Lucius Malfoy.",877,2
lucius malfoy,"Already here, Fudge? Good, good...",878,2
hagrid,What're you doin' here! Get outta my house!,879,2
environment,101. (2) 114 LUCIUS MALFOY,880,2
lucius malfoy,"My dear man, please believe me, I have no pleasure at all in being inside your -- do you call this a house? I simply called at the school and was told the Headmaster was here.",881,2
albus dumbledore,"And what exactly did you want with me, Lucius?",882,2
lucius malfoy,"Dreadful thing, Dumbledore, but the governors feel it's time for you to step aside. This is an Order of Suspension. You'll find all twelve signatures on it. I'm afraid we feel you're losing your touch. What with all these attacks, there'll be no Muggle- borns left at Hogwarts. And we all know what an awful loss that would be. Malfoy hands Fudge an OFFICIAL ROLL of PARCHMENT.",883,2
cornelius fudge,"Now, see here, Lucius. Dumbledore suspended. No, no... last thing we want right now... If Dumbledore can't stop these attacks... I mean to say, who can?",884,2
lucius malfoy,"That remains to be seen, but as all twelve governors have voted --",885,2
hagrid,An' how many did yeh have ter threaten before they agreed!,886,2
lucius malfoy,I would advise you not to shout at the Azkaban guards like that.,887,2
hagrid,Yeh can take Dumbledore! Take him away an' the Muggle-borns won' stand a chance! There'll be killin's next!,888,2
environment,102. (3) 114 DUMBLEDORE,889,2
albus dumbledore,"Calm yourself, Hagrid! (steely-eyed) If the governors want my removal, Lucius, I shall of course step aside. However... you will find that I will only truly have left this school when none here are loyal to me. You will also find that help will always be given at Hogwarts to those who... ask for it. Dumbledore's eyes drift -- unmistakably -- to Harry.",890,2
lucius malfoy,"Admirable sentiments. We shall all miss your highly individual way of running things, Albus, and only hope your successor will manage to prevent any more, um, killin's. Malfoy strides to the door and bows Dumbledore out. Fudge, fiddling with his bowler, waits for Hagrid. Instead, Hagrid stands his ground, takes a deep breath and says carefully...",891,2
hagrid,"If anyone wanted ter find out some stuff, all they'd have ter do is follow the spiders. That'd lead 'em right! Tha's all I'm sayin'. Fudge stares at Hagrid in amazement, then follows him out. As the door SLAMS SHUT, FANG starts to HOWL, scratching at the closed door. Harry and Ron emerge from the cloak.",892,2
ron,"Hagrid's right. With Dumbledore gone, there'll be an attack a day.",893,2
harry,"Look... At the windowsill, a TRAIL OF SPIDERS escapes through a crack in the glass. Harry grabs Hagrid's LANTERN.",894,2
harry,C'mon. 103.,895,2
environment,thru thru,896,2
environment,"119 EXT. HAGRID'S HUT - NIGHT 119 Harry illuminates the TRAIL OF SPIDERS. They run from the window to the ground, to the dark trees in the near distance. As Harry moves to follow, Ron hesitates.",897,2
ron,What are you doing?,898,2
harry,You heard Hagrid. Follow the spiders.,899,2
ron,"They're heading into the Dark Forest. Harry sighs, heads off. Terrified, Ron grabs Fang, follows.",900,2
ron,Why spiders. Why couldn't it be 'Follow the butterflies'?,901,2
environment,"121 EXT. DARK FOREST - NIGHT 121 Fang crashes through low-slung branches and sharp brambles as Harry follows. Ron gingerly picks his way, the JUMPS... as FANG HOWLS. BRANCHES SNAP. A RUMBLING NOISE sounds, then... SILENCE. Harry spies something, points O.S.",902,2
harry,"There's something moving over there... something big. Just then a BLAZE of LIGHT splinters the trees, blinding them. They start to flee... when Ron stops.",903,2
ron,"Harry!... Harry, it's our car! Scratched and mud-smeared, with bits of earth and grass sprouting from its headlamps and hubcaps -- the Ford Anglia looks half-animal. Ron circles it in wonder.",904,2
environment,THE CHAMBER 0F SECRETS - Rev. 1/28/02 104. 121 HARRY,905,2
harry,"It's been here all the time! Look at it. The Forest has turned it wild. Harry nods, then glances back up the slope.",906,2
harry,"C'mon, we don't want to lose the trail. 121A EXT. SPIDERS' HOLLOW - NIGHT 121A Harry and Ron enter a hollow ribboned with shadows. Enormous trees tower over them, strewn with strands of white webbing. Ron steps on a strand, kicks it off queasily. Harry peers up ahead at the far end of the hollow, the spiders stream toward a DARK OPENING. As Harry and Ron approach the opening, a CLICKING SOUND emanates from within, ECHOING in the branches of the tall trees. GROWING LOUDER. Ron falters, glancing about nervously.",907,2
ron,"I don't have a good feeling about this, Harry --",908,2
harry,"Don't panic. As Harry steps to the mouth of the cavern, the AIR suddenly CRACKLES with MOVEMENT. TWIGS SNAP. A HUGE SHADOW emerges, slowly engulfs Harry. He peers up.",909,2
environment,"An ANCIENT SPIDER (ARAGOG), the size of a small elephant. As it advances, Harry and Ron back slowly away. Then its BLIND EYES catch the light, and it STOPS. As if... listening.",910,2
aragog,You do not come from the forest. Your hearts beat like... men.,911,2
harry,"(breathing finally) Yes. We're friends of Hagrid's. And you... you're... (as it comes to him) ... Aragog, aren't you?",912,2
environment,THE CHAMBER 0F SECRETS - Rev. 1/28/02 105. 121A,913,2
environment,"Hearing this, Aragog's head turns slightly.",914,2
aragog,Hagrid has never sent men into our hollow before.,915,2
harry,"He's in trouble. Up at school, there've been attacks. They think it's Hagrid. They think he's opened the Chamber of Secrets. Like before. As Harry talks, Ron's eyes dart warily about, then... RON'S POV - a pair of long legs -- SPIDER'S LEGS -- curl slowly around the trunk of the tree to his left. Terrified, Ron NUDGES Harry, but Harry ignores him.",916,2
aragog,That's a lie! Hagrid never opend the Chamber of Secrets!,917,2
harry,But if Hagrid never... that means... you're not the monster.,918,2
aragog,"The monster was born in the castle. I came from a distant land, in the pocket of a traveler. Ron turns. TWO CRAWLING SILHOUETTES inch forward. Pause. Waiting. Watching.",919,2
ron,Harry...,920,2
harry,"Shhh! (to Aragog) But if you're not the monster, what did kill that girl fifty years ago?",921,2
aragog,We do not speak of it! It is an ancient creature we spiders fear above all others.,922,2
harry,But have you seen it?,923,2
environment,THE CHAMBER 0F SECRETS - Rev. 1/28/02 106. (2) 121A,924,2
environment,A SCRABBLING SOUND ECHOES above Ron. He GLANCES UP a SPIDER crouches on a branch above.,925,2
