,emotion,text
7273,joy,"I watched a football match with my old friend.  The performance  
of the team was very good and the team members were full of  
spirit.  The match was excellent and every time a goal was scored  
I felt excited."
7280,joy,I received a letter from a friend whom I was missing
7287,joy,"I realized that a fellow member had grown spiritually.  I was the  
leader of a spiritual group and had prayed for him.  He did not  
want to burn the incense but his mother forced him to do it.   
Finally his mother told him that he could discontinue if he got  
good results at school."
7294,joy,"When I saw the certificate results, I did not feel very happy as I  
did not realize that I had got all the credits until my  
classmates pointed it out to me.  My parents and my relatives  
praised me and I realized that my results were good i.e 2A, 5B,  
2C.  I felt satisfied with the results and was happy."
7301,joy,When I was admitted to the Chinese universiity.
7308,joy,When I told my girlfriend a joke openly and frankly.
7315,joy,When I finished the work that I had planned to do - my homework.
7322,joy,"Several good friends made me a surprise visit and this made me  
happy.  They are my closest friends and we had not seen each  
other for a long time."
7329,joy,"I remember my religious experience.  During  a gospel camp, a few  
friends of mine decided to believe in God.  The joy that I felt  
at that time was more than words can express.  I blessed them and  
praised God in my heart."
7336,joy,"I learnt from the newspaper that I had been accepted at the  
Chinese university of H.K.  It was 7 o'clock in the morning.   
Later I told my family and relatives about it and had tea with  
them very joyfully."
7343,joy,"After a busy day I went back to my hostel.  I closed the door and  
had a drink, then I read my favourite book on the bed.  Suddenly  
I felt peace and joy."
7350,joy,"I was appreciated by others, especially my family members and my  
friends."
7357,joy,"When I received the letter informing that I had been accepted to  
be a Chinese university student, I was excited as I had longed  
for it."
7364,joy,"[ During a certain period, I felt successful and extremely satisfied.    
When I found that any tasks or decisions that I had made were better   
than expected.]"
7371,joy,"I felt happy when I received the letter telling me that I had  
been admitted to the university."
7378,joy,"One Saturday afternoon, I deliberately dressed up nicely (I had  
been in a bad mood of late).  I hoped to go for a walk in the  
soft sunlight to try and uplift my spirits.  When I was having  
lunch in the canteen, two of my male classmates asked me as to  
why I was dressed so nicely (they had seldom joked with me  
before).  One of them said that he had a lounge suit and we would  
look very nice if we wore them together."
7385,joy,"It was the first time I met him (my boyfriend Mr.W).  It was  
during the first term Summer vacations.  We met each other while  
handing in our homework.  He invited me have a trip with him and  
we were together till 8 P.M."
7392,joy,"I had gone camping with my old classmates and there was a storm.   
We were in a flurry but at that time I felt the love and concern  
of my friends."
7399,joy,"When the result of the certificate exam was announced.  I was  
surprised and happy as the result was better than I had  
expected."
7406,joy,"I was admited to the Chinese university of Hong Kong.  The day  
the results were announced I looked in the newspaper and saw my  
candidature number."
7413,joy,[ When my performance (homework or other work) is better than others.]
7420,joy,"During my Summer vacations I planned a carnival for the community  
youth center with a few other volunteers.  I was the head of the  
organizors and we spent over a month planning it.  During this  
period we got to know and understood each other.  We  
discovered each others potential and we planned many interesting  
things for the carnival.  The day of the carnival everything was  
bright, the programmes went well and the attendants enjoyed it.   
I felt extremely excited about it."
7425,joy,"When high level results were declared, I found my candidature  
number.  I was very happy as I had not expected it.  As I had been   
injured before the examination and I had performed poorly."
7432,joy,"After attending a song contest proposed by a band called ""Chyne""  
we (6 of us) waited for the members of the band to greet us in  
front of the stage.  We went out after a few minutes as it was  
time to close the hall.  We had been waiting at the entrance hall  
for ten minutes when three of the band members came out.  They  
were very excited to see us, one of them was so excited that he  
had tears in his eyes.  We felt very warm and close to each  
other.  They took us back into the hall and we talked freely.  We  
were together for about an hour and during this time we felt  
that they were very sincere."
7439,joy,"When I received the result slip of the higher level examination  
(an university entrance exam) and saw that I had a very good  
possibility of being accepted into the university, I felt very  
excited."
7446,joy,"I had a dream : I had a very close friend who had several stone  
houses in the New Territories (villages) but they did not have  
much furniture.  He took me to see his fields (I had never seen  
them before) and there were several inches of clear water on  
which the sunshine was reflected.  I wanted to sit among the  
short green plants in the fields but was afraid of treading the  
plants to death.  My friend said ""They will not die"" and I sat  
down happily and my trousers did not get wet."
7453,joy,"During the exam period I studied in the library alone.  A close    
friend of mine, who is also a classmate, told me that my  
application for a Japanese inter-cultural exchange programme had  
been accepted.  I was not very sure as I did not know that the  
list had been declared.  I ran to the board and saw that I was  
really included in the list.  I was so excited that I smiled all  
day long.  When I met my classmates and friends I told them the  
good news.  I was so happy that I could not concentrate on my  
studies.  
"
7460,joy,"That afternoon I rushed home to look at the result slip of the  
higher level as fast as possible.  I opened the envelope very  
carefully and found that my results were much better than I  
had expected and thus I could enter the Chinese university.  My  
diligence had paid and I was very happy."
7467,joy,"One night, my boyfriend expressed his love for me in the canteen in  
the presence of my friends by giving me a present."
7474,joy,"When two female classmates and I were having lunch, we chatted and   
cracked jokes, I was very happy.  However, I felt that I may have   
said something inappropriate which might cause them to have a bad   
impression of me."
7481,joy,"When I received a letter from the university telling me that my  
application had been accepted."
7488,joy,"I had a picnic with old classmates, we chatted and played games."
7495,joy,"It was the first time that I gave a birthday present to my friend.  
  She wrote me a letter as she is my girlfriend.  The content of  
the letter was so sweet that it made me feel very happy. 
"
7502,joy,"In August,1983, the long awaited ""big envelope"" (a document for  
C.U.H.K admission) arrived.  It was in the afternoon and I had  
not been doing anything.  When the postman, with his big bag,  
knocked on the door I knew what it was about.  I hurriedly  
opened the envelope and my mood at that time is hard to describe.  
 It lasted several hours and only calmed down later."
7509,joy,I received a letter from a distant friend.
