,emotion,text
7070,sadness,A friend's brother died.
7077,sadness,"Not being chosen for the English lectures (my girl-friend  
chosen)."
7084,sadness,My mother was ill and my father was not at home.
7091,sadness,Finding out that the girl I like does not like me.
7098,sadness,My father told me in the letter that my mother is ill.
7105,sadness,My sister bkoke her leg.
7112,sadness,Disappointed by a friend.
7123,sadness,Lost my girl-friend.
7130,sadness,Insulted by my mother.
7137,sadness,My friend not allowed to go to the English lectures.
7144,sadness,"I have been thinking of changing my major for a few months.  My  
original major was Chinese language and it blocks my way.  I have  
to face many problems at the sametime and I do not know what is  
real and virtuous.  I do not know if I am not interested in  
Chinese or if there are other factors which make me sad.  I am  
not very clear on what I can do for the study of Communication  
and Journalism.  I am not clear about what I can do.  What are  
the limitations ?   I hesitate but I feel more adjusted now."
7151,sadness,"One of my class-mates had a disease unexpectedly, he had been in  
a coma for six days in a hospital before he died."
7158,sadness,When I forgot the lyrics during a song contest.
7165,sadness,When another person's mother died.
7172,sadness,The death of my father.
7179,sadness,"I had asked the teacher to write a recommendation letter for me,  
but I had not provided enough information and had run short of  
time."
7186,sadness,Due to some reasons my boyfriend and I decided to separate.
7193,sadness,"A and I were walking along the new Asia stairway to the Chung Chi  
college for our lecture and I saw him with her.  He put one arm  
around her shoulder and laugher brightly and joyfully.  I did not  
dare and did not want to look, just walked by them quickly.  The  
interest of talking to A disappeared and I just wanted to remain  
silent.  But I did not want A to know and so I left him and went  
to F.  I should have expected this to happen."
7200,sadness,When I learnt that I had been betrayed by my friend.
7207,sadness,The quarrel between my  parents.
7214,sadness,"In 1983, my results at the university entrance exam were very  
poor - far from what I had expected.   I thought that I would not  
be accepted at the university."
7221,sadness,"My cat died from an illness.  It had been with us for 7 years.   
It was a lovely cat.  It had been ill for one or two weeks and  
the veterinary surgeon had told us that it was dying."
7228,sadness,"I had a very short term romance during the summer vacations.  When  
we first met I felt excited but I wanted to avoid him after we had met  
a few times and so I proposed that we stay apart, I felt very  
sad then."
7235,sadness,"When my grandfather died I was extremely sad.  However my family  
members did not have any special feelings, they said that he was  
already 80 years old."
7242,sadness,"When I learnt that I had to repeat the first year, I found the  
solution immediately but was blocked by many difficulties."
7249,sadness,"I knew a girl so lovely that everyone would like her.  But she  
refused to accept my Christmas present and I tried to forget  
her."
7255,sadness,"I separated with the one I liked most.  She refused all my dates  
and told me that she had dated another one.  My heart seemed to  
cease beating.  I was silent for some time and then I whispered  
goodbye and left without turning back."
7262,sadness,"I had been separated from my girlfriend for about a year.  On her  
birthday I put a present in her mailbox.  I had spent two days  
choosing a suitable present for her.  I waited for a few days and  
there was no reply from her; at last I received a thank-you card  
in my mailbox.  On the card there was only my name, the words thank-you   
and her signature.  I was very sad then."
7269,sadness,"My mother suffers from a mental illness.  One night she was not  
feeling well and was sent to the hospital.  I was scared that  
she would die, and all night I was very sad and did not dare to  
close my eyes."
7276,sadness,"My sister was impolite to my father when the family was having  
lunch together at a restaurant.  She thought that our parents had  
been prejudiced against her, this was an extreme thought."
7283,sadness,When I found that my coldness had hurt somebody's sincerity.
7290,sadness,I saw a lot of starving people in a T.V news report.
7297,sadness,"When my mother went through an operation, it was not very serious  
but I was sad and could not sleep before the operation."
7304,sadness,When I learnt that my close friend was going to immigrate.
7311,sadness,When my studies are too demanding and I cannot cope with it.
7318,sadness,"When the thing that made my friends and relatives sad happened to  
them."
7325,sadness,"One of my good friends had to migrate to America.  Our friendship  
had developed quite well and it was a pity as our friendship would  
fade."
7332,sadness,"When I said good-bye to my girlfriend.  I had spent two years on  
developing this relationship and it was unsuccessful, I felt very  
sad."
7339,sadness,"I heard of the death of a closefriend of mine.  I had gone camping         
with him shortly before his death and the whole thing seemed very   
sudden to me. "
7346,sadness,"I had a schoolmate who went to the hospital as her brain was  
bleeding.  She fell unconscious for three days and when I went  
to see her I saw the miserable state the family was in.  Moreover  
I could not do nothing for her.  I was very sad.  Finally, she  
died."
7353,sadness,"There was a conflict of interest between me and a close friend of  
mine.  He only thought about his own interest and not about our  
friendship.  This behaviour hurt his friends.  Another incident  
is when a friend isolated himself without giving any reasons."
7360,sadness,"About two years ago my girlfriend suggested that we separate.   
This really gave me a shock as I had never thought that she would  
say such things.  The reason she gave me was that we were not  
suited for each other."
7367,sadness,"When I learnt that I had failed an exam,  This not only influenced  
my emotions but also other important tasks, it also made my  
record imperfect."
7374,sadness,"A few years ago my mother suffered from canccer and died within  
two years.  We had not finished our studies then and could not  
bear our responsibilities as her children.  My mother had tried  
her best to take care of us but she lived in pain these two  
years.  Neither the doctor nor we could do anything for her as  
cancer is incurable.  I was very eager to replace her in  
suffernig , even die instead of her."
7381,sadness,"After a meeting ended we started talking about when we would  
have the next discussion ( I had many tests the coming week and  
could not have a meeting in between, I thought that they would  
understand this as they had always done).  They did not  
understand my problem and thought that I should not have so many  
other activities.  Their reaction made me burst into tears."
7388,sadness,"When I was a child I was playing on the upper deck of the bed  
with my brother.  My parents slept on the lower deck.  My father  
felt disgusted and beat me up.  I felt very sad as my father had  
never beaten me or scolded me before."
7395,sadness,"I am a Christian but I cannot find any meaning in life . It  
seems that I am deceiving myself but I cannot find the way out."
7402,sadness,"My academic result was poor and I had to repeat the second year.   
I felt sad about the coming several years."
7409,sadness,"I received the mid-term exam paper of one of my major subjects  
and I found that I had failed it."
7416,sadness,"When I found that my ability to do ordinary work was worse than  
my fellow mates."
7428,sadness,"I quarrelled with my younger sister because I had said something  
against her boyfriend.  Consequently she looked through me when  
she saw me as she thought that I was trying to separate them.   
She had misunderstood me."
7435,sadness,"When I was in lower six class during the Summer I joined a  
research group of the Chinese university student union.  I knew  
a lot of CV students there.  A year later one of them was  
travelling in mainland China and he got T.B.  He died a few weeks  
after coming back to H.K.  We all got together for the funeral  
and when I looked at the body for the last time I felt extremely  
sad."
7442,sadness,"When I was ill and had to stay at the hospital for a period of  
time.  "
7449,sadness,"I suddenly found that those whom I considerered to be my good  
friends did not care for me.  Although I could still be with them  
I felt unimportant.  I deeply thought about the reason behind  
this so as to see who was responsible for this.  Finally I made  
up my mind and decided not to expect too much from them.  I was  
sad when I decided that they were no longer my good friends."
7456,sadness,"A friend told me that he had suffered in love and in academics.   
I shared his sadness."
7463,sadness,"My got my mathematics test's marks and could not believe that it  
was true.  In the past I would have at least 80% marks.  Was I  
getting weaker at studies ?  This made me feel that I should not  
expect too much from going to the university."
7470,sadness,"My examination results were not satisfactory even though I had  
tried my best.  Then I started wondering about my abilities for  
the major subject.  However I did not know how to choose my major  
subject if I were to change it."
7477,sadness,"Last night I did not do very well in one of the subjects.  Before  
the result was announced I feared that I would fail.  Finally I  
got a D and as the results of the other subjects were not all       
good I felt a little sad."
7484,sadness,"One night my father suddenly suffered from a heart attack which  
lead to breathing difficulties."
7491,sadness,"During the Physics experiment session I did not understand the  
content of the experiment and did not know how to do it."
7498,sadness,"When I was in primary 6, my father died.  I was very young then  
and did not know what had happened.  The weeping of my relatives  
and my tears made me sad."
