,emotion,text
6012,fear,"One of my fellow students had bunked field work and in my attempt  
to cover up for him I myself was exposed, though not directly.   
We were to meet our field work suprevisor and we were afraid of  
the consequences."
6019,fear,"A few weeks back I had a very important seminar and I had  
circulated my papers to all the panel members.  A day before the  
seminar I realized that I had inadvertantly burdened certain        
derivations and I had failed to correct it.  I feared that this     
would reflect very badly on my performance.  Fortunately none of   
the panel members detected it and I felt relieved."
6026,fear,Before the declaration of the S.S.C results.
6033,fear,"At the age of 16 I had gone to see a film in a nearby village,  
about 8 kms  from my home.  I started walking as there was no  
bus.  I had to cross hills and as it was dark I could not  
identify the path.  Half way through it started raining and as  
there was no shelter I ran four kms to reach home."
6043,fear,"I received a letter from my college telling me that I would not  
be allowed to sit for the exams because of my low attendance in  
class and the bad experience in the terminal exams."
6050,fear,"My illness a few years back.  I was sevely down with malaria and  
asthma, I had lost my health, charm and cheerfulness completely."
6056,fear,"When I did not get admission in M.Sc after my B.Sc, I felt really  
bad.  When I started my journey to Bombay, after having accepted  
my uncle's offer to come to Bombay, I was afraid, wondering if I   
would succeed or not. "
6063,fear,"Once I was very frightened at night as I had a very fearful and  
terrifying dream, I could not go back to sleep for a long time."
6068,fear,"After I was thrown out of a car in an accident, this resulted in  
a fracture."
6078,fear,"On May 20th I got a summon to appear in court on May 28th 1985 on  
the subject of impregnanting a school girl. I really feared of  
standing in the court in a few days time after this notice. I was  
also embarassed due to formal approach that was expected of me to  
the Principal."
6085,fear,"I had a cousin whom I loved so much. Unfortunately she passed  
away suddenly and one time I had a dream in which I was talking  
to her yet she is dead."
6092,fear,"I once felt that my last hour had come when I was unexpectedly found  
in the hands of."
6098,fear,"When I heard a rumour that the 1st year exam results were out. I  
had fear that I might be one of the failures."
6105,fear,"When I was feeding a premature baby (7 months), the baby chocked.  
This was when I was working in children's ward I thought I had  
killed the baby."
6113,fear,Staying in the room alone at night.
6120,fear,"My friend started to misunderstand and hurt me.
"
6127,fear,Before an examn.
6134,fear,Almost had a bicycle accident.
6141,fear,"You may find out that I am stupid and not to let me do your  
experiment."
6148,fear,Before the examn.
6153,fear,"I was very scared when I went to the examination hall for my M.Sc  
examination as I had studied a limited partion of the course  
thoroughly and I was in great doubt whether that would be asked."
6160,fear,"I was very scared at the time of the Ty.B.Sc examination as I had  
decided to get 1st class results.  I was afraid thinking of how  
the papers would be."
6166,fear,"It was the time when I was in no position to secure a Ist class  
in the M.Sc exam and this was likely to affect my career."
6173,fear,When I did not get the compound which is known.
6180,fear,"When I was a kid, I always opened the door to greet my father  
when he came back from work.  One day it so happened that his  
hair was scattered due to over-crowding in the train, and when I  
opened the door as usual I saw something else.  I was so scared  
that I could not talk."
6184,fear,"When I came to know that my exams were on two successive days and  
that there was very little time (about 9-10 hours) to study in  
between."
6191,fear,When I was going to take the practical exams.
6198,fear,"My brother lost his temper and started smashing things in the  
house.  I was quite scared, that something terrible might happen,  
till the situation was brought under control."
6205,fear,"While I was pushing a court roller out of a ditch, I slipped and  
fell down and the roller rolled back towards me -down slope-It is  
a miracle that I still have my legs intact."
6210,fear,When I was treated improperly by someone.
6215,fear,"When my mother met with a serious accident and there was danger  
that she would not survive and if she did she would loose  
her memory."
6219,fear,"I felt the above condition when I took my brother's bicycle to a  
market and unfortunately the bicycle was stolen and I didn't know  
how I could tell the owner about the stolen bicycle."
6226,fear,"I was living with my brother and one day he went away on business  
and I was left alone to look after the house and the property. At  
night thieves came and wanted to break into the house."
6233,fear,"I was moving in the graveyard at 6.00 pm one day and was griped  
by fear because I was told that ghosts detain people moving there  
at night."
6240,fear,"In March I was busy studying during the night I could only sleep  
two or three hours only for fear that I would be weeded and sent  
back."
6247,fear,"When I saw a dead body in the mortuary I became afraid and I was  
filled with fear."
6254,fear,"I broke my Uncle's Radio player accidentally and so I feared that  
he was going to cut me off from going to his house as well as  
playing it again."
6261,fear,"The emotion came when I misbehaved at school and the Principal  
threatened me that I was going to be expelled."
6268,fear,When I was told to attend an operation in theatre.
6275,fear,"At night when I was coming from Lingadzi Inn I heard a hyena  
crying in the Lingadzi jungle. I was alone."
6282,fear,"I was given a wristwatch by my first girl and after two days  
another girl of mine also gave me a wristwatch."
6289,fear,"As I was taking venous blood from another patient I introduced  
air into the place of puncturing and there was a swelling which  
is dangerous to the patient hence I became afraid."
6296,fear,"When I had crossed Lilongwe forest I heard that there was a rabid  
hyena just near the path in the forest."
6303,fear,When my friend was involved in a car accident.
6310,fear,"I had fear when I was left alone at the bus depot at night. I had  
problems of how to move to this place."
6317,fear,"As I was in a ward one man died and I was instructed to watch the  
last offices. But this was my first time to see a dead person -  
fear came."
6324,fear,"I was looking after my father's sheen in the forest. One day  
while playing with friends from neighbouring villages the flock  
escaped me and went into a far place. It became dark and I was  
afraid of father. I went home and hid myself."
6330,fear,"At primary school I was accused by some boys of being in love  
with a certain girl in their class so they had to shout and beat  
the girl and the matter was reported to the headmaster."
6337,fear,"I was walking alone along the place where people fear that there  
are always thieves there and the people who kill their friends  
during the night two months ago."
6344,fear,"When two hyenas made crying noise on the window of my bedroom at  
home when I was preparing for my MCE examination during the  
night."
6351,fear,When I was travelling at night.
6357,fear,"Fear came towards the end of May when the P.T.S. results were out  
after hearing the failure of my fellow three friends."
6364,fear,"It was when I stepped on a python (snake) unknowingly while it  
was sleeping near a baobab tree."
6371,fear,"My brother had bowel obstruction, having heard that he was going  
for surgery, I was afraid he might not come back to life after  
hearing of the General Anaesthesia."
6378,fear,"When I heard that there is teasing and bulling at Secondary  
School."
6385,fear,"One time I set up my journey at night going to a certain bar. On  
the way I met my friends and they told me that two people had  
died because of heavy fighting. I proceeded on but with fear."
6392,fear,"When we were going to Nkhoma last Saturday the vehicle was moving  
very fast, so I feared we might crash since the road was too  
rough."
6399,fear,"It was last week on Saturday night when I was at Mchesi. I feared  
to cross the Lilongwe River Bridge to come back to School due to  
darkness - until somebody had to escort me."
6406,fear,"One day I was busy day dreaming along the road and suddenly I  
heard the sound of jamming car braked behind me. I woke up from  
my dreams and it was about to crash me."
6413,fear,"When it was found that I had gone out of the school premises  
without permisssion and at the wrong time."
6420,fear,"One time I was injured when I was playing football at School in  
Blantyre. I was brought to the hospital while my leg was totally  
swollen. The x-rays confirmed there was no fracture but  
collection of blood n the muscles. I feared when they started to  
incise the swollen part with surgical blade."
6427,fear,"We went fishing some 5 or 8 kilometers off the shore of Lake  
Malawi. Before we could settle down the lake became very rough to  
the point of threatening our lives."
6434,fear,"I was studying in class at night. I was in Form II by then. There  
were rumours about an earthquake. That night dogs were chasing  
one another and passed through the window outside the classroom.  
Those who saw the dogs thought it was a lion and were terrified.  
Trying to run away the desks were dragged and there was a shaking  
movement. I thought it was an earthquake and jumped out of the  
window."
6441,fear,"My father gave me money for school fees and I didn't pay school  
fees instead I spent it on beer and did not tell him about this."
6448,fear,"As we were going to Area 10 a dog chased me. I was afraid it  
might bite me."
6455,fear,"When one of my relatives went out at night leaving me and my  
friend alone, I cheated my parents that she didn't go out, after  
they had heard that she was out, I was afraid that she might have  
beaten me."
6462,fear,"I felt fear when one night my aunt and Uncle left me alone at  
their house to look after the baby when they went to a party."
6469,fear,"I was with my boyfriend forgetting that I had left the house  
unlocked. Unfortunatly a thief came and stole all the kitchen  
utensils. Thereafter I was afraid of the consequences."
6476,fear,"Somebody told her friend that she would hit me wherever we would  
meet."
6483,fear,"When I came home late one day. I was afraid I would be shouted at  
by my parents."
6489,fear,"I and my cousin went to a filmshow at night. We went without  
making it known to my mother. While we were there at interval, I  
came across my mother just close to where we sat."
6496,fear,"Sometime back, my boyfriend and I were having a walk nearby my  
parent's house. Suddenly we met my grandfather and I was  
afraid that he would report to my parents."
6503,fear,"When the week for Exams came. I got afraid as to how I would  
tackle the questions."
6510,fear,When I was called for an Interview at Kamuzu College of Nursing.
6517,fear,"One day during our clinical practices, we had a very ill patient.  
Unfortunately the patient passed away. I had seen him dying and  
it was the first experience. During the night I became afraid  
fearing the dead body."
6524,fear,"When I stepped on a snake at home, it was dark but there was  
moonlight."
6531,fear,"I was alone walking in a deserted part of the city and I had some  
fear that some men would attack me and rob me."
6538,fear,"When I was travelling home by bus and suddenly the bus hit and  
the bus leaned against a wall."
6545,fear,"I was afraid when my boyfriend came home because my parents  
disapproved him of his coming home. I thought they would chase me  
out of the house."
6552,fear,"I was afraid to walk through the forest one day when I dropped  
off the bus around 6.30 pm."
6559,fear,Afraid of a dead body.
6566,fear,"I was playing with friends then I decided to splash some sand  
into a car which was moving nearby. The driver got angry and came  
to report to my parents."
6573,fear,"I felt so afraid when dad fell ill, he had never suffered from  
that disease since and I had never seen him as he was."
6583,fear,"I was afraid when my mother left me alone to live in our house  
for one month."
6590,fear,"When I dream of anything terrifying I used to have fear for the  
rest of the day that the dream might come true e.g., being beaten  
(or eaten ?) by a snake."
6597,fear,"I broke a window of a neighbouring house and I feared my mother's  
judgement and action on what I had done."
6604,fear,When a thief entered the house in which I was sleeping.
6611,fear,"I was in the house at night and I heard a hyena crying outside.  
It cried for almost an hour and I feared it might break the  
window and enter inside the house."
6618,fear,"When I heard that my father had found a letter from my boyfriend  
and he was calling me to talk about it."
6625,fear,"I was on my way home when suddenly Gule Wamkulu came from the  
bush and blocked the road. I was in fear and didn't know what to  
do."
6632,fear,"I went to the prayer meeting at night and unfortunately the car  
broke down, so my other sister said I had to walk alone from  
Ndirande to Chirimba at around midnight. So we reached home at  
1 am. I was afraid of robbers and dardness."
6639,fear,"I was afraid when I met my Uncle because this time I was with my  
boyfriend I thought I was not going to be given pocket money."
6646,fear,"I was asked to join my friend in a boat at Mangochi Lake Malawi  
and when making a turn, it seemed as if the boat would sink on  
the side."
6653,fear,"I was sleeping alone in the house at night. A boy putting on a  
short only knocked at the window whispering that I should open  
for him."
6660,fear,"Sometime back I used to stay with my mum alone then time came  
when dad joined the family from his working place I found myself  
having fear for him for no cause at all."
6667,fear,"I was fearful when I realised that the relish was overcooked  
simply because I was not keen enough at checking whether there  
was still enough water in the relish or not, instead I was just  
playing with my friends."
6674,fear,"My friend had been telling me about a certain bird which when it  
cries at night it's the sign that someone will die. So one night I  
was alone in the house and I heard the cry of the bird and I was  
afraid."
6681,fear,"I had fear of my father (parents) when I first became pregnant. I  
was afraid of delivery itself and whether I would give birth to a  
stiiborn or a baby."
6688,fear,Fighting with class mates in Highschool.
6695,fear,Walking on a dark street with noone around.
6702,fear,Before examination.
6709,fear,Telling my parents that I did not well in an examn.
6716,fear,"Lost my purse, the money in the purse belonged to my parents."
6723,fear,Damaged the tap in the residental Hall.
6730,fear,"Waking up from a bad dream in a dark night with noone else  
around."
6737,fear,Left alone in the dining hall at night.
6744,fear,Could not find my way out in the college building at night.
6751,fear,Getting lost in a strange place.
6758,fear,Going to the examn not well prepared.
6765,fear,Left alone in the dark in a big building.
6772,fear,Walking alone in the dark in a strange street.
6779,fear,Facing a mad dog.
6786,fear,Listening to horrot stories at night.
6793,fear,Finding out that I am not an as able student as I thought.
6800,fear,"Just arrived in the university, not knowing anybody."
6813,fear,Before an exam.
6820,fear,Almost had a bicycle accident.
6838,fear,Watching a horror film.
6845,fear,Staying alone in a dark place.
6859,fear,First time in anatomy.
6873,fear,Staying alone in the dark.
6880,fear,Walking home in the dark from college.
6887,fear,"Finding out that my health condition may be against my attending  
university lectures."
6894,fear,Going out alone in the dark.
6914,fear,Ran into a parking car on a bicycle.
6935,fear,Anatomy lesson and told we have to do it at night sometimes.
6942,fear,Reading a horror story alone.
6949,fear,Left alone in the biology building surrounded by empty buildings.
6956,fear,Thinking about death when walking alone at night.
6970,fear,"I asked someone to bring some present to my father and found out  
that he is not a reliable person. I was afraid if my father would  
not get the presents he would be angry with me."
6977,fear,Staying alone in the biology building after the dark.
6984,fear,"Finding out the great difference between China and the West in  
science."
6991,fear,"My roommate refused to walk with me to the English lectures. I  
have to walk alone in the dark. Lectures are in the biology  
building."
6996,fear,"Some boys talking about nicknames of the lecturers, and I was too  
afraid of them to stop them."
7012,fear,Walking in the dark and thinking about ghost stories.
7019,fear,"Finding out in your lecture that a doctor can make misdiagnoses  
because of ignorance in neuropsychology."
7026,fear,Finding out that a boy I do not like is in love with me.
7033,fear,Hearing a strange noise in the biology building.
7040,fear,Watching a horror film.
7047,fear,"Staying alone in the room after midnight and reading horror  
stories."
7054,fear,Saw a classmate knocked down by a motorcycle.
7061,fear,"Suddenly found out that I was the lasr one to leave the anatomy  
room."
7068,fear,Walking in the dark I saw something strange.
7075,fear,First time in anatomy.
7082,fear,I helped someone to do something and was found out.
7089,fear,Before the examn.
7096,fear,Being alone in the room at night.
7103,fear,Walking out from the biology building.
7110,fear,Being chased in the dark by someone I did not know.
7117,fear,Suddenly met someone in the biology building at night.
7121,fear,Talking about snakes.
7128,fear,Staying in a relative's house which was broken in before.
7135,fear,Before an important examn.
7142,fear,"I am afraid of my academic results as I will face several  
problems.  I am scared of my limitations and the unlimited  
problems and I do not know how to cope with them."
7149,fear,"When the doctor told me that there was something wrong with my  
eye and I had to undergo an operation."
7156,fear,I was afraid that I would fail an examination.
7163,fear,When I was walking along a road alone on my way to go shopping.
7170,fear,"Once while walking along a hill; I fell down out of carelessness  
and I broke my left arm."
7177,fear,"Once at midnight, I was working alone at office and the phone  
suddenly rang."
7184,fear,"When I received the higher level exam results, I mistook the  
grade E in mathematics for a grade F and I was shocked."
7191,fear,"Tutorial again !  A fearful feeling came to me when I sat on the  
chair and looked at my fellow students all around.  I was really  
scared that they would ask me some questions or challenge the  
ideas that I had presented."
7198,fear,"My best frieend left school recently.  The next day the weather  
turned bad suddenly and the male class-mates turned off the  
lights.  I remained on the table and was scared."
7205,fear,"Waiting for the results of the High level examination.  I was  
afraid of not being accepted."
7211,fear,"Once, before I had learnt to swim, I stepped on a slippery slope  
where there was a lot of moss and I slipped into the water.  The  
water was very deep and I could not stand on my feet.  I sank  
and had to use a lot of energy."
7213,fear,When I saw a horrible movie - Alien.
7219,fear,"The day before the university results came out I was both excited  
and scared.  If I failed I did not know what I would do as I did  
not want to work, my family was ambivalent."
7226,fear,When I forgot the lines of the play during an orientation camp.
7233,fear,"My 80 year old grandfather underwent three successive operations  
during a single year.  The third operation was risky and I was  
scared that he would die and feared that my grandmother would be  
very sad."
7240,fear,"Fear of the turn that the examination paper would take as I  
lacked confidence."
7247,fear,"One day a fierce looking man came to our house  and said that my  
father should apologize to him, however I was alone at home."
7254,fear,"One night we were having a barbecue on the beach and I needed to  
go to my car, which was far away from the beach.  It was very  
dark as there were no street lamps.  I ran in the dark, very  
scared, I ran as fast as possible."
7260,fear,"After the interview for admission to the university and before  
the admission list was disclosed.  I was scared that I would not  
be admitted and my fear lasted for quite some time.  My fear  
disappeared only after the list was disclosed."
7267,fear,"I remember that my form 2 teacher was very fierce and dogmatic.   
My feet would tremble whenever I saw her but I had to face the fact that  
I had to go for her class. "
7274,fear,"When I got the midterm exam results, the results were below  
average and were near the lowest.  I was scared of the final  
exam."
7281,fear,"I feared that I would not be able to hand in the book-report on  
time as I had started working very late.  The book was difficult  
to read and my teacher did not accept my work as it was handed in  
late."
7288,fear,Looking for the toilet in a dark place.
7295,fear,"An hour before receiving the certificate results I was very  
frightened.  When I saw others crying I felt very tense and as  
time went by my fear grew."
7302,fear,An inter-college basket-ball match.
7309,fear,Once while crossing a road I was overcome with fear.
7316,fear,"I was not prepared for the exam but I wanted to sleep the night  
before the exam."
7323,fear,"The hero was chased by a terrible vampire in a suspense and  
horror film shown on T.V."
7330,fear,"My friend and I had offended our classmate unintenionally.  We  
wanted to apologize to her so we decided to visit her.  We knew that she  
was stubborn so we were frightened.  When we rang her door bell,  
our fear was at it's climax"
7337,fear,"I was camping in an old broken hut which had no lights.  I had  
brought along a lamp which was not working very well.  The door  
made strange sounds and I was sure that strange things were  
happening.  The most terrifying bit was that there were many  
wardrobes in the hut and everytime that I looked in the glass of  
the wardrobe I felt that there were ""objects"" behind me.   The  
whole night was spent in fear and restlessness."
7344,fear,"When I went home and there was nobody, I waited till 2 A.M and       
still nobody.  I was suddenly scared and anxious as this had never  
happened before.  In addition my mother was very weak and I  
feared that she had met with an accident.  Therefore I was anxious   
all night."
7351,fear,"Whenever I am alone in a dark room, walk alone on the street,  
sleep alone in the room at night or see something which is only  
partly visible.  This emotion was very strong when as an 8 year    
old child I saw something horrible.  "
7358,fear,"One day when I was a little boy, my friends asked me to play  
with them outside and to catch some boys.  However our parents  
did not know that we were out and when I got home it was very  
late and I feared being scolded by my parents."
7365,fear,I am scared when I stroll alone on the Chung Chi college campus. 
7372,fear,"During the first year in university I had bad results in both  
the terms, especially the first term.  I was afraid that  I would  
not be promoted to the next year and that the others would go  
ahead of me."
7379,fear,"The exam was drawing near and I wanted to prepare for it.  But I  
had a lot of other things to do so I did not have much time to prepare   
for the exams.  Whenever I sat down to study I was scared that I would   
not be able to finish it."
7386,fear,"The day the results of the certificate exam came out.  I went to  
school and at first I did not feel frightened.  By the time I  
reached the fourth floor ( the results were being given on the  
fifth floor) I found it difficult to walk and felt that I would  
die."
7393,fear,"I was on a trip to Phillipines during Summer and I was staying in  
a hotel.  The room I was staying in was very silent and had very  
dim lights.  The last night I felt frightened and lay awake - I  
could hear some sounds around me and dared not open my eyes - I  
waited for dawn."
7400,fear,"When I was young I got lost on the street and the police found me  
after a day."
7407,fear,"One year, when I went to a camp, I was chased by a dog.  I tried  
hard and finally managed to escape from it.  My torch suddenly  
went off and we talked about ghost stories and I thought that  
there were ghosts."
7414,fear,"I found a problem in homework which would not get solved although  
I tried my best."
7426,fear,"Once, when I was ten, I could not remember why my mother was so  
angry.  She fainted suddenly and I was very scared as I did not  
know what to do ."
7433,fear,"At noon one Sunday I received a phone call telling me that my  
mother had been knocked down by a car at the street crossing and  
that her husband should go and see her.  I could not believe this  
as my father and my mother had gone out together to buy lunch  
boxes.  However I immediately ran to the scene of the accident."
7440,fear,"One camping night, I listened to the ghost stories told by my  
classmates.  "
7447,fear,"After seeing a horror film - Omen.  I could not sleep at night   
even though I closed my eyes.  The last scene of the film kept  
coming back to me, I seemed to hear the girls in the film  
shouting at the devil.  The devil did not have any expression on  
his face and I thought that he would choose me."
7454,fear,"A boy phoned me at night and wanted to talk to me for 30 minutes  
outside.  I thought that he would reveal what he felt and would  
question me on our relationship.  I treated him as a friend and  
did not want any misunderstandings.  Therefore I refused to meet  
him and told him that I would see him the coming day.  I was very  
unhappy as I feared having hurt him and got him into trouble."
7461,fear,"When I was young I had gone to an old lift and played with the  
antique lift.  The guy discovered me and warned me, I was very  
frightened."
7468,fear,"After listening to ghost stories with my classmates I had to back  
alone to the hostel at night.  I had to walk through a long and  
quiet road and I was scared of meeting a ghost."
7475,fear,"I did not do well in one of the subjects last term.   I was  
afraid that I would fail.  My result was a grade D, though it was  
not good I still passed.  I felt more comfortable then.  "
7482,fear,"At primary school the teacher caught me cheating during a  
dictation."
7489,fear,"At night when I was alone at home (all the family members usually  
get together at that time) someone knocked vigorously on the  
door."
7496,fear,"It was a week before the higher level results were announced.  I  
had tried and failed many times and this was the last time that  
I was taking the exam.  I knew that if i failed again I woulld  
have to enter the society.  I imagined things during this period  
- I dreamt that I had entered university and it was a nice  
experience.  When I thought about the future, an unexplainable  
fear rose in me.  I feared being a worker and not having a bright  
prospect, I also feared the criticism of my relatives as my  
brother had gone to university.  Whenevr I thought of this issue  
I could not eat or concentrate, and my heart beat increased."
7503,fear,"On Christmas eve,1984, I had just finished the exams and was  
afraid as the results of one of my major subjects had been very  
unsatisfactory.  I thought that I had only a 50% chance of  
passing.  Even if I failed this subject I would not need to  
repeat.  However I liked this subject very much and my results  
were bad because of my lazyness.  If I was forced to change to a  
minor in this subject I would be very unwilling."
7505,fear,"This issue worried me rather than saddening me.  In mid September  
I went to Guanggho alone.  I was looking for an accomodation in  
the evening and after having walked 2 or 3 miles I still could not  
find anything.  What could I do?  I was not worried about  
sleeping on the streets but because of some procedural problems.   
I finally found a place to sleep at 8 o'clock."
7510,fear,"My parents were out and I was the eldest at home.  At midnight a  
male stranger phoned us and spoke to me in a rough language.  I  
hung up and heard someone walking outside our door."
7513,fear,"I was at home and I heard a loud sound of spitting outside the  
door.  I thought that one of my family members would step on the spit  
and bring the germs in the house."
7515,fear,"I had shouted at my younger brother and he was always afraid when  
I called out loudly."
